YEAR,INDICATOR_NAME,DATA_VALUE,DATA_SOURCE_NAME,DATABASE_NAME,PRODUCT,PRODUCT_DESCRIPTION,INDICATOR_TYPE,CATEGORY,CONTACT,FREQUENCY,AKFIN,ESR,STATUS_TRENDS,INFLUENTIAL_FACTORS,REFERENCE,PRELIMINARY,REPORT_CARD_TITLE,INTENDED_ESP_NAME,SUBMISSION_YEAR,GATE1_YEAR,GATE2_YEAR,REMOVED_YEAR,SIGN,WEIGHT,UNITS,INDICATOR_ORDER,REGION,TIME_START,TIME_END
2014,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,57.76018011,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2013,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,57.89814913,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2012,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.16130996,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2011,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.47909294,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2010,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.19129719,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2009,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.15833407,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2008,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.4943747,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2007,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.59587797,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2006,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.92102588,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2005,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.92713147,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2004,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.21803316,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2003,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.47259891,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2002,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.38967969,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2001,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.26898693,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
2000,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.01357406,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1999,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.48750551,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1998,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.51383143,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1997,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,57.99254527,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1996,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,57.82190555,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1995,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.14911505,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1994,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.85277429,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1993,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,59.21396951,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1992,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.61135226,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1991,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.15994442,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1990,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.32014361,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1989,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.53063639,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
1988,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,58.80955154,RACE Bottom Trawl Survey,AFSC RACEBASE,Summer_Snow_Crab_Male_Center_Distribution_SEBS_Survey,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,Ecosystem,Upper Trophic,Erin Fedewa,Annually,N,Not Applicable,TBD,"Shifts in stock centers may indicate temperature-driven shifts northward, or contraction of north-to-south ontogenetic migrations driven by thermal preferences (Orensanz et al., 2004).","Orensanz et al., 2004",N,CPUE-weighted average latitude of the male snow crab stock during the EBS summer bottom trawl survey,BS Snow Crab,2022,2022,NA,NA,1,1,Degrees,10,NA,NA,NA
